"1090","1","http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Settlement"
"1090","2","http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Settlement"
"1090","3","http://dbpedia.org/ontology/Country http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Settlement"
"10th_Canadian_Parliament#1","0","http://dbpedia.org/ontology/Settlement http://dbpedia.org/ontology/AdministrativeRegion http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Region"
"1094","0","http://dbpedia.org/ontology/MilitaryUnit http://dbpedia.org/ontology/Organisation"
"1094","1","http://dbpedia.org/ontology/Aircraft http://dbpedia.org/ontology/MeanOfTransportation"
"1094","2","http://dbpedia.org/ontology/Person"
"1094","3","http://dbpedia.org/ontology/Aircraft http://dbpedia.org/ontology/MeanOfTransportation"
"1071","0","http://dbpedia.org/ontology/Person"
"1096","0","http://dbpedia.org/ontology/Person"
"1096","1","http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/City http://dbpedia.org/ontology/Settlement http://dbpedia.org/ontology/Village"
"1095","0","http://dbpedia.org/ontology/Person"
"1095","1","http://dbpedia.org/ontology/City http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Settlement http://dbpedia.org/ontology/Village"
"1101","0","http://dbpedia.org/ontology/Animal http://dbpedia.org/ontology/Eukaryote http://dbpedia.org/ontology/Mollusca http://dbpedia.org/ontology/Species"
"1101","1","http://dbpedia.org/ontology/Animal http://dbpedia.org/ontology/Eukaryote http://dbpedia.org/ontology/Mollusca http://dbpedia.org/ontology/Species"
"1101","2","http://dbpedia.org/ontology/Animal http://dbpedia.org/ontology/Eukaryote http://dbpedia.org/ontology/Mollusca http://dbpedia.org/ontology/Species"
"1098","0","http://dbpedia.org/ontology/Person"
"1098","1","http://dbpedia.org/ontology/Person"
"1098","2","http://dbpedia.org/ontology/City http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Settlement"
"111","0","http://dbpedia.org/ontology/City http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Settlement"
"1107","0","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Athlete"
"1107","1","http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/City http://dbpedia.org/ontology/Country"
"1107","2","http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Settlement http://dbpedia.org/ontology/City"
"1108","0","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Athlete"
"1108","1","http://dbpedia.org/ontology/Country http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Settlement"
"1108","2","http://dbpedia.org/ontology/Country http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Settlement"
"1078","0","http://dbpedia.org/ontology/Person"
"1093","0","http://dbpedia.org/ontology/MilitaryUnit http://dbpedia.org/ontology/Organisation"
"1093","1","http://dbpedia.org/ontology/MilitaryUnit http://dbpedia.org/ontology/Organisation"
"1104","0","http://dbpedia.org/ontology/Eukaryote http://dbpedia.org/ontology/Moss http://dbpedia.org/ontology/Plant http://dbpedia.org/ontology/Species"
"1104","1","http://dbpedia.org/ontology/Eukaryote http://dbpedia.org/ontology/Moss http://dbpedia.org/ontology/Plant http://dbpedia.org/ontology/Species"
"1100","0","http://dbpedia.org/ontology/Person"
"1100","1","http://dbpedia.org/ontology/Country http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace"
"1073","0","http://dbpedia.org/ontology/Person"
"1084","0","http://dbpedia.org/ontology/Person"
"1084","1","http://dbpedia.org/ontology/MilitaryUnit http://dbpedia.org/ontology/Organisation"
"1084","2","http://dbpedia.org/ontology/City http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace"
"1077","0","http://dbpedia.org/ontology/Person"
"1109","0","http://dbpedia.org/ontology/Person"
"1109","1","http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Settlement"
"1109","2","http://dbpedia.org/ontology/City http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Settlement"
"1086","0","http://dbpedia.org/ontology/Person"
"1086","1","http://dbpedia.org/ontology/MilitaryUnit http://dbpedia.org/ontology/Organisation"
"1086","2","http://dbpedia.org/ontology/City http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Settlement"
"1069","0","http://dbpedia.org/ontology/Person"
"1103","0","http://dbpedia.org/ontology/Eukaryote http://dbpedia.org/ontology/Moss http://dbpedia.org/ontology/Plant http://dbpedia.org/ontology/Species"
"1103","1","http://dbpedia.org/ontology/Eukaryote http://dbpedia.org/ontology/Moss http://dbpedia.org/ontology/Plant http://dbpedia.org/ontology/Species"
"1099","0","http://dbpedia.org/ontology/Person"
"1099","1","http://dbpedia.org/ontology/Country http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace"
"1116","0","http://dbpedia.org/ontology/Person"
"1116","1","http://dbpedia.org/ontology/Country http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace"
"1116","2","http://dbpedia.org/ontology/City http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Settlement"
"1116","3","http://dbpedia.org/ontology/City http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Settlement"
"1110","0","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Athlete"
"1110","1","http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Settlement"
"1110","2","http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Settlement"
"1115","0","http://dbpedia.org/ontology/Person"
"1129","0","http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Settlement http://dbpedia.org/ontology/City"
"1130","0","http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Settlement http://dbpedia.org/ontology/City"
"112","0","http://dbpedia.org/ontology/City http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Settlement"
"1112","0","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Athlete"
"1112","1","http://dbpedia.org/ontology/Country http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace"
"1112","2","http://dbpedia.org/ontology/Motorcycle"
"113","0","http://dbpedia.org/ontology/City http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Settlement http://dbpedia.org/ontology/Village"
"1106","0","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Athlete"
"1106","1","http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Settlement http://dbpedia.org/ontology/City"
"1106","2","http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Settlement"
"1113","0","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Athlete"
"1113","1","http://dbpedia.org/ontology/Country http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace"
"1081","0","http://dbpedia.org/ontology/Person"
"1081","1","http://dbpedia.org/ontology/MilitaryUnit http://dbpedia.org/ontology/Organisation"
"1081","2","http://dbpedia.org/ontology/City http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Settlement"
"1097","0","http://dbpedia.org/ontology/Person"
"1097","1","http://dbpedia.org/ontology/Person"
"1097","2","http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Country http://dbpedia.org/ontology/City http://dbpedia.org/ontology/Settlement"
"1085","0","http://dbpedia.org/ontology/Person"
"1085","1","http://dbpedia.org/ontology/MilitaryUnit http://dbpedia.org/ontology/Organisation"
"1085","2","http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/AdministrativeRegion http://dbpedia.org/ontology/Region"
"1111","0","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Athlete"
"1111","1","http://dbpedia.org/ontology/Country http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace"
"1111","2","http://dbpedia.org/ontology/Motorcycle"
"1132","0","http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Settlement http://dbpedia.org/ontology/City"
"1147","0","http://dbpedia.org/ontology/MusicalWork http://dbpedia.org/ontology/Single http://dbpedia.org/ontology/Song http://dbpedia.org/ontology/Work"
"1147","1","http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace"
"1147","2","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Artist http://dbpedia.org/ontology/MusicalArtist"
"1147","3","http://dbpedia.org/ontology/Person"
"115","0","http://dbpedia.org/ontology/City http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Settlement http://dbpedia.org/ontology/Village"
"115","1","http://dbpedia.org/ontology/Person"
"1145","0","http://dbpedia.org/ontology/City http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Settlement"
"114","0","http://dbpedia.org/ontology/City http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Settlement"
"114","1","http://dbpedia.org/ontology/Person"
"1154","0","http://dbpedia.org/ontology/TelevisionShow http://dbpedia.org/ontology/Work"
"1154","1","http://dbpedia.org/ontology/Person"
"1154","2","http://dbpedia.org/ontology/TelevisionShow http://dbpedia.org/ontology/Work"
"1154","3","http://dbpedia.org/ontology/Work http://dbpedia.org/ontology/TelevisionShow"
"1138","0","http://dbpedia.org/ontology/MountainPass http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/NaturalPlace"
"1138","1","http://dbpedia.org/ontology/Settlement http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Country"
"1138","2","http://dbpedia.org/ontology/Settlement http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Country"
"1138","3","http://dbpedia.org/ontology/Settlement http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace"
"1138","4","http://dbpedia.org/ontology/Settlement http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Country"
"1140","0","http://dbpedia.org/ontology/MountainRange http://dbpedia.org/ontology/NaturalPlace http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/Mountain"
"1140","1","http://dbpedia.org/ontology/Settlement http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Country"
"1140","2","http://dbpedia.org/ontology/Settlement http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Country"
"1140","3","http://dbpedia.org/ontology/Settlement http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Country"
"1140","4","http://dbpedia.org/ontology/Settlement http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Country"
"1153","0","http://dbpedia.org/ontology/TelevisionShow http://dbpedia.org/ontology/Work"
"1153","1","http://dbpedia.org/ontology/Person"
"1153","2","http://dbpedia.org/ontology/TelevisionShow http://dbpedia.org/ontology/Work http://dbpedia.org/ontology/Film"
"1153","3","http://dbpedia.org/ontology/Work http://dbpedia.org/ontology/TelevisionShow"
"1155","0","http://dbpedia.org/ontology/TelevisionShow http://dbpedia.org/ontology/Work"
"1155","1","http://dbpedia.org/ontology/Person"
"1155","2","http://dbpedia.org/ontology/TelevisionShow http://dbpedia.org/ontology/Work"
"1155","3","http://dbpedia.org/ontology/Work http://dbpedia.org/ontology/TelevisionShow"
"1137","0","http://dbpedia.org/ontology/MountainPass http://dbpedia.org/ontology/Place"
"1137","1","http://dbpedia.org/ontology/Settlement"
"1137","2","http://dbpedia.org/ontology/Settlement"
"1137","3","http://dbpedia.org/ontology/Settlement"
"1137","4","http://dbpedia.org/ontology/Settlement"
"1141","0","http://dbpedia.org/ontology/Person"
"1141","1","http://dbpedia.org/ontology/Country http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/City"
"1136","0","http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Settlement http://dbpedia.org/ontology/Town"
"1083","0","http://dbpedia.org/ontology/Person"
"1083","1","http://dbpedia.org/ontology/MilitaryUnit http://dbpedia.org/ontology/Organisation"
"1083","2","http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/City http://dbpedia.org/ontology/Settlement"
"1134","0","http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Settlement http://dbpedia.org/ontology/City"
"1105","0","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Athlete"
"1105","1","http://dbpedia.org/ontology/Settlement http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/City"
"1105","2","http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Settlement"
"1148","0","http://dbpedia.org/ontology/TelevisionShow http://dbpedia.org/ontology/Work"
"1148","1","http://dbpedia.org/ontology/Person"
"1148","2","http://dbpedia.org/ontology/TelevisionShow http://dbpedia.org/ontology/Work"
"1148","3","http://dbpedia.org/ontology/TelevisionShow http://dbpedia.org/ontology/Work"
"1146","0","http://dbpedia.org/ontology/MusicalWork http://dbpedia.org/ontology/Single http://dbpedia.org/ontology/Song http://dbpedia.org/ontology/Work"
"1146","1","http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/City http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/Settlement"
"1146","2","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Artist http://dbpedia.org/ontology/MusicalArtist"
"1146","3","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Artist http://dbpedia.org/ontology/MusicalArtist"
"1128","0","http://dbpedia.org/ontology/City http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Settlement"
"11","0","http://dbpedia.org/ontology/AdministrativeRegion http://dbpedia.org/ontology/ClericalAdministrativeRegion http://dbpedia.org/ontology/Diocese http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Region"
"11","1","http://dbpedia.org/ontology/AdministrativeRegion http://dbpedia.org/ontology/ClericalAdministrativeRegion http://dbpedia.org/ontology/Diocese http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Region"
"11","2","http://dbpedia.org/ontology/AdministrativeRegion http://dbpedia.org/ontology/ClericalAdministrativeRegion http://dbpedia.org/ontology/Diocese http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Region"
"11","3","http://dbpedia.org/ontology/AdministrativeRegion http://dbpedia.org/ontology/ClericalAdministrativeRegion http://dbpedia.org/ontology/Diocese http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Region"
"1114","0","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Athlete http://dbpedia.org/ontology/FormulaOneRacer http://dbpedia.org/ontology/MotorsportRacer http://dbpedia.org/ontology/RacingDriver"
"1114","1","http://dbpedia.org/ontology/Country http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace"
